item_number
80249455
142696100
66884488
83822584
162361993
82094125
117305886
75109944
69471328
66784531
82292062
140904290
136075060
138993571
162281240
79130788
63082392
66981754
80695551
83618682
80741805
82770842
84808844
88367657
87705882
68057155
77272625
69789283
158264486
76826685
70486683
68813735
72639008
72163535
159320509
83902644
69005828
77517394
78947208
70246058
159921750
161881855
155384576
162482190
158072711
156888697
161836514
154908771
149307901
82472450
161288740
155352534
155988052
153534522
159629410
153622461
148061177
161836416
158072780
151474930
160457092
152264226
143709681
153018153
160534990
153132917
158935736
153134949
156418556
149787989
159139275
156355151
150187613
151448664
161812379
149306447
150384338
161836540
160600503
144670981
151448669
160803215
156418695
156989953
149739316
147699444
159812269
154894177
157670521
156989954
157856164
160136220
160287296
156428536
159772411
148428719
149911523
160322400
151151542
161191328
148790673
161836489
157292211
155260222
155041362
151084407
148393373
158072686
161836546
150892270
151448638
160600427
159330250
160803160
161836531
148509533
158319187
48433390
154307975
156418501
150036396
156418635
152109631
153622159
148061192
148397199
157855863
155620852
84023822
159722770
151632201
149306425
159812225
155352599
151448648
147002912
151741434
151741508
161286967
160455845
144670999
157388189
161608793
155352715
157856283
143818763
154747107
156888739
158339376
151448612
158072586
161608916
155957674
148363853
160135162
160135122
147961483
155558542
158072504
149934134
160455500
150368847
151427821
160105296
148420957
155613419
155620714
148616994
159287351
148790839
151448715
156431254
150759809
160803141
151374252
157066338
155047069
160546674
149425756
154053613
144670987
79054527
158737296
151741292
149307880
157855996
159722790
156291838
153130548
149911500
155182029
155384659
156418663
151944509
155352202
160135089
152537296
62535272
152247567
160556866
161810187
148790695
149676889
79054340
161836247
158966123
159515323
149841181
151474978
157893657
82587488
151448757
150361108
150368869
157855702
153875884
161829531
151449055
151474849
158560785
156291788
160546664
151474902
147186995
159812068
82472357
151448744
161197369
148790616
160534973
154894346
148107283
155957718
154237543
150375090
154059772
154198838
152537279
153134869
155620618
155260278
158935939
161870046
159653274
150033547
161836500
161608818
154773892
158072655
159602521
150365404
155037574
148309053
150941364
156418722
147961366
64084438
161608956
153132924
157469614
154747121
157732008
161836290
155931166
157698518
138266953
77258161
137255703
79791869
141205253
79791894
149284384
144207550
72544162
139242379
142053778
136925962
149164038
78488714
158798148
140351556
140977193
79478374
77448178
157946970
162128814
136387875
139675056
137377211
81015205
136889206
148788361
139902209
138758624
137253051
136010641
137790269
142757965
138783875
137407904
136889230
64760996
71419374
158854858
161998659
140656644
145639594
144101072
160557494
84391510
157813858
158463546
83382149
73855523
162244594
60973858
160562980
87726750
75536068
79902295
60955419
71163722
85336809
69187483
146823296
146990696
162374328
138331571
143395808
155195151
141108556
77070494
62333975
81589697
71128464
146706759
84331678
82150303
73992327
79037404
143929490
160193477
83892570
158601628
83780179
147172919
139635055
157113065
161867366
141860368
156983996
151448768
77395181
155989149
140552978
154617200
154037204
144672227
151475014
155987013
155739742
150055422
158029727
155901870
136539455
144030744
141219642
155116717
157500991
154620302
162474689
153697856
154618558
155988089
151366890
149927613
158109386
154250552
156782215
157732124
156575002
150238553
156678584
157731964
152834490
87354750
151368377
152657669
161173367
155988078
156989749
158065268
151363148
158066968
161867390
153498681
142294613
150231790
159452941
156081963
160823104
80751878
153370689
154572671
155170428
149735775
149736200
160133549
158440880
156985976
156178167
159796338
156081895
82075189
154092759
159105277
158029652
158205072
159440424
145030705
157025922
151566130
158935834
158029804
151366535
143106820
150712515
150171815
151108196
149961729
147678133
151809825
155552055
160577673
160548038
162058259
159039585
161988790
154511262
159044032
149961487
154948105
147257513
161492851
155820572
153785244
150973574
159801398
151108270
155284274
155820603
153109817
160822348
152300899
159920324
160577630
152293247
151639184
150372599
156649506
153266987
159771210
151521019
157941486
159510718
157595712
151882637
160906739
155065106
150014184
158274878
155820515
151740866
155447884
156164415
151638329
152653204
156904315
152114127
150484025
154587423
155485577
157889378
152933668
157227272
159043037
150708634
161642164
157983926
159582162
153119704
160202628
159214433
154494048
154197868
154746180
151542012
157940304
155073426
158706768
160577153
161511253
149822545
148874244
158706867
158204109
158024472
161694427
158969563
153902166
162058339
160548069
153734744
157984140
157414838
153985189
157889345
161592198
155553274
159510879
150548259
151740840
157112604
158062281
149794973
147403023
154322996
147792472
158805992
158285171
151741813
154040242
150546935
153858435
147257676
151521298
157727511
155286666
87712611
63703515
150402605
158445278
152631746
156199657
157893783
151247073
157752241
154928291
148293117
154230732
161116743
149972520
157278012
160927141
149536427
151622467
158315501
145239620
154620200
153366745
149354258
154448525
160898444
146209525
153520350
161994817
157900310
150568782
153520201
159796107
156082094
156888627
154618615
159798053
161084303
161289649
154619534
161829415
154448410
150733961
159878709
150044025
158828705
155260367
157900751
158458416
158498736
158067317
159813451
154448735
155116587
78298397
81251629
157900295
161191421
160790796
157732240
153520211
151374032
151626365
65794498
149256264
155662431
157901078
156926415
158066868
151626323
155665417
153533293
160208649
158561600
160556870
155665555
78407155
150733938
149878089
158247342
159797848
153500632
160790770
158109072
159099511
156081999
156740757
157900425
69610645
59697449
65079120
154906026
154619554
159319889
146209723
162069801
153534825
152573374
57575017
158935948
146209539
78405904
152698420
159772405
159798029
156355174
158748796
147868451
161191414
154616902
148509710
160105236
153520451
153890271
161283694
151357539
155662177
160790709
160105281
154618430
70961371
64051245
154616922
154628234
150828536
149838872
158456001
158000521
158935982
160206834
158109043
153999706
149473913
149840020
158067300
153535145
150043473
